TransactionID,CustomerID,Gender,Age,City,ProductCategory,Quantity,Price,PurchaseDate,PaymentMode,TotalAmount,Month,DayOfWeek,AgeGroup
T00476,C3184,1,0.019230769230769273,9,3,2,0.2602040816326531,2023-11-18,1,0.10624421272998108,11,Saturday,0
T00477,C8612,2,0.826923076923077,4,6,3,0.7855102040816326,2023-01-08,2,0.4724827891622046,1,Sunday,3
T00478,C9702,1,0.8846153846153847,9,2,3,0.24326530612244898,2023-04-09,0,0.1515761504086316,4,Sunday,3
T00479,C6198,1,0.15384615384615385,5,4,2,0.356734693877551,2023-05-21,0,0.14432948186319902,5,Sunday,1
T00480,C8251,0,0.576923076923077,3,5,5,0.5351020408163265,2023-05-26,1,0.543459881637747,5,Friday,2
T00481,C9270,0,0.5961538461538463,6,4,5,0.949795918367347,2023-08-07,3,0.9524940617577198,8,Monday,2
T00482,C7991,2,0.13461538461538464,0,6,4,0.05224489795918367,2023-10-27,0,0.052860421111961035,10,Friday,0
T00483,C9976,0,0.5000000000000001,7,4,1,0.6357142857142857,2023-06-06,0,0.12496477313901526,6,Tuesday,2
T00484,C8305,2,0.5384615384615385,5,6,1,0.10428571428571429,2023-07-08,2,0.020129634848423852,7,Saturday,2
T00485,C3607,1,0.03846153846153849,3,0,2,0.6042857142857143,2023-11-16,3,0.24199847014775155,11,Thursday,0
T00486,C8777,2,0.07692307692307698,1,5,2,0.7189795918367347,2023-07-26,3,0.28724988928700834,7,Wednesday,0
T00487,C8373,1,0.3076923076923077,4,1,2,0.7914285714285715,2023-05-11,3,0.3158339707717702,5,Thursday,1
T00488,C5246,1,0.7884615384615384,5,5,2,0.356734693877551,2023-10-15,1,0.14432948186319902,10,Sunday,2
T00489,C5050,1,0.3846153846153847,0,5,5,0.09040816326530612,2023-10-05,1,0.1048351382905914,10,Thursday,1
T00490,C5543,2,0.0,5,2,4,0.353469387755102,2023-11-25,2,0.2905511494021498,11,Saturday,0
T00491,C9540,2,0.8653846153846155,8,2,3,0.03816326530612245,2023-12-04,0,0.03019445227263578,12,Monday,3
T00492,C8939,0,0.826923076923077,8,6,3,0.7069387755102041,2023-04-14,2,0.4259833326623455,4,Friday,3
T00493,C4919,0,0.6346153846153847,4,2,5,0.4510204081632653,2023-02-09,0,0.4605257860622408,2,Thursday,2
T00494,C5499,1,0.9423076923076924,5,3,4,0.42122448979591837,2023-10-31,0,0.3440154595595636,10,Tuesday,3
T00495,C8206,1,0.9038461538461539,2,1,2,0.29428571428571426,2023-03-20,3,0.1196908088087282,3,Monday,3
T00496,C2269,2,0.6923076923076924,6,5,1,0.13959183673469389,2023-02-22,0,0.027094488505978502,2,Wednesday,2
T00497,C5681,0,0.8846153846153847,0,5,5,0.23693877551020412,2023-04-21,3,0.24936591650227466,4,Friday,3
T00498,C4841,2,0.6923076923076924,9,1,5,0.11571428571428571,2023-05-24,1,0.129795885502637,5,Wednesday,2
T00499,C5451,2,0.2692307692307693,1,0,2,0.4577551020408163,2023-04-02,2,0.18418615886307824,4,Sunday,1
T00500,C6502,2,0.8076923076923078,8,6,5,0.6771428571428572,2023-05-15,1,0.6835621401827771,5,Monday,2
T00501,C6238,1,0.40384615384615385,6,2,3,0.13653061224489796,2023-10-16,3,0.08840935625427755,10,Monday,1
T00502,C9849,1,0.6346153846153847,6,1,2,0.49857142857142855,2023-02-22,1,0.2002898667418173,2,Wednesday,2
T00503,C2320,0,0.6346153846153847,6,0,3,0.7546938775510205,2023-03-06,1,0.4542453399895326,3,Monday,2
T00504,C3267,1,0.8461538461538461,2,5,2,0.7016326530612245,2023-09-25,2,0.2804058134385442,9,Monday,3
T00505,C3471,1,0.8461538461538461,4,4,1,0.8771428571428571,2023-10-28,3,0.1725914891903861,10,Saturday,3
T00506,C4788,2,0.7500000000000001,5,2,3,0.35775510204081634,2023-11-27,0,0.2193325013084263,11,Monday,2
T00507,C7275,1,0.11538461538461542,2,4,2,0.4336734693877551,2023-07-16,2,0.17468497121462218,7,Sunday,0
T00508,C3503,2,0.5192307692307693,8,5,5,0.30755102040816323,2023-06-19,2,0.31901445307782117,6,Monday,2
T00509,C4505,0,0.8076923076923078,2,5,5,0.08979591836734693,2023-10-22,0,0.1042312492451387,10,Sunday,2
T00510,C2052,1,0.8846153846153847,9,4,4,0.15448979591836737,2023-10-31,3,0.13353999758444382,10,Tuesday,3
T00511,C7797,0,0.28846153846153855,8,5,2,0.7163265306122449,2023-11-06,0,0.2862031482748903,11,Monday,1
T00512,C7678,1,0.576923076923077,5,2,1,0.5716326530612245,2023-05-22,2,0.11232336245420509,5,Monday,2
T00513,C6421,2,0.42307692307692313,2,0,4,0.49632653061224485,2023-11-12,3,0.4032771045533234,11,Sunday,1
T00514,C9890,1,0.8076923076923078,4,3,5,0.27489795918367343,2023-12-09,3,0.286807037320343,12,Saturday,2
T00515,C8633,2,0.826923076923077,1,3,1,0.33183673469387753,2023-08-31,3,0.06501872056040903,8,Thursday,3
T00516,C7812,0,0.7884615384615384,6,3,2,0.5838775510204082,2023-04-18,3,0.233946616208382,4,Tuesday,2
T00517,C2020,2,0.46153846153846156,9,0,5,0.7006122448979591,2023-03-28,1,0.7067112202584646,3,Tuesday,2
T00518,C4388,2,0.17307692307692313,1,5,4,0.8051020408163265,2023-01-02,3,0.6469262047586457,1,Monday,1
T00519,C7883,0,1.0,3,6,5,0.7948979591836735,2023-04-29,1,0.7997101332581827,4,Saturday,3
T00520,C7381,0,0.6730769230769232,9,2,3,0.8951020408163265,2023-04-21,3,0.5373404726438262,4,Friday,2
T00521,C1320,2,0.7500000000000001,5,0,4,0.26857142857142857,2023-02-16,1,0.2235597246265953,2,Thursday,2
T00522,C7232,1,0.05769230769230771,7,2,5,0.730204081632653,2023-11-11,2,0.7358991907886792,11,Saturday,0
T00523,C8814,2,0.0,4,1,4,0.5928571428571429,2023-03-17,3,0.47944764281975927,3,Friday,0
T00524,C1096,2,0.7884615384615384,9,5,2,0.953469387755102,2023-03-15,3,0.37976569105036434,3,Wednesday,2
T00525,C6763,1,0.1923076923076924,4,2,3,0.6504081632653061,2023-03-26,2,0.39252787954426505,3,Sunday,1
T00526,C5892,2,0.6153846153846154,7,5,3,0.016530612244897956,2023-09-01,3,0.017392004509038207,9,Friday,2
T00527,C7389,2,0.576923076923077,1,3,5,0.9375510204081633,2023-01-01,2,0.9404162808486655,1,Sunday,2
T00528,C7865,0,0.5961538461538463,9,2,4,0.9981632653061225,2023-06-15,1,0.7992672812915174,6,Thursday,2
T00529,C9818,1,0.1923076923076924,2,6,4,0.33183673469387753,2023-02-09,1,0.2734812190506864,2,Thursday,1
T00530,C9947,1,0.07692307692307698,7,5,4,0.13,2023-01-27,0,0.11421554812995692,1,Friday,0
T00531,C4613,0,0.9230769230769232,6,2,3,0.9669387755102041,2023-03-12,1,0.5798542614436974,3,Sunday,3
T00532,C8999,1,0.5961538461538463,0,4,5,0.24163265306122453,2023-09-19,2,0.25399573251741214,9,Tuesday,2
T00533,C4595,1,0.3846153846153847,5,0,4,0.5412244897959184,2023-08-14,0,0.4387052618865494,8,Monday,1
T00534,C5471,0,0.28846153846153855,1,1,5,0.5289795918367347,2023-08-06,2,0.53742099118322,8,Sunday,1
T00535,C8140,2,0.40384615384615385,4,4,1,0.0236734693877551,2023-12-07,1,0.004227223318169008,12,Thursday,1
T00536,C8956,2,0.326923076923077,1,6,2,0.2514285714285714,2023-08-30,1,0.10278191553605218,8,Wednesday,1
T00537,C1475,2,0.05769230769230771,7,6,2,0.766734693877551,2023-06-17,1,0.30609122750513307,6,Saturday,0
T00538,C7371,0,0.6153846153846154,5,4,2,0.246530612244898,2023-06-04,2,0.10084947059060348,6,Sunday,2
T00539,C6507,0,0.2692307692307693,4,5,4,0.8348979591836735,2023-09-14,3,0.6704376182616048,9,Thursday,1
T00540,C7624,1,0.6730769230769232,1,2,2,0.5289795918367347,2023-03-02,0,0.21228712911147793,3,Thursday,2
T00541,C3704,2,0.7884615384615384,2,0,4,0.18979591836734694,2023-05-04,2,0.16139941221466245,5,Thursday,2
T00542,C8657,0,0.46153846153846156,5,4,2,0.6793877551020409,2023-10-14,1,0.2716292926446314,10,Saturday,2
T00543,C3091,0,0.48076923076923084,1,6,3,0.43918367346938775,2023-07-21,3,0.26752284713555297,7,Friday,2
T00544,C9751,0,1.0,9,2,4,0.8704081632653061,2023-07-13,0,0.6984580699706108,7,Thursday,3
T00545,C1441,1,0.28846153846153855,1,5,4,0.006122448979591837,2023-07-17,2,0.01646604130601071,7,Monday,1
T00546,C7455,0,0.0961538461538462,7,4,5,0.753061224489796,2023-12-28,1,0.7584443818189138,12,Thursday,0
T00547,C1444,2,0.5576923076923077,1,6,2,0.21000000000000002,2023-08-31,0,0.086436652039132,8,Thursday,2
T00548,C2375,0,0.5384615384615385,6,4,3,0.7510204081632653,2023-07-01,1,0.45207133942590283,7,Saturday,2
T00549,C8022,0,0.980769230769231,3,5,3,0.9669387755102041,2023-06-09,3,0.5798542614436974,6,Friday,3
T00550,C3223,1,0.6923076923076924,5,6,5,0.16285714285714287,2023-09-25,0,0.17629534200249608,9,Monday,2
T00551,C8564,2,0.5384615384615385,5,2,1,0.060816326530612246,2023-06-12,0,0.011554410402995291,6,Monday,2
T00552,C3977,2,0.0961538461538462,3,1,2,0.3653061224489796,2023-09-29,2,0.14771126051773423,9,Friday,0
T00553,C1823,2,0.5961538461538463,1,4,1,0.3136734693877551,2023-02-10,1,0.0614356455573896,2,Friday,2
T00554,C5262,0,0.5384615384615385,6,2,3,0.7024489795918367,2023-11-06,0,0.42332622086235355,11,Monday,2
T00555,C7211,1,0.3846153846153847,1,0,4,0.9128571428571429,2023-04-20,3,0.731953782358388,4,Thursday,1
T00556,C6363,2,0.13461538461538464,8,0,5,0.27755102040816326,2023-03-27,0,0.2894238898506381,3,Monday,0
T00557,C4467,0,0.5961538461538463,6,3,3,0.6310204081632653,2023-11-21,1,0.38105398768066345,11,Tuesday,2
T00558,C8449,1,0.9038461538461539,9,5,2,0.36122448979591837,2023-05-23,1,0.14610088972986032,5,Tuesday,3
T00559,C6355,2,0.7884615384615384,9,4,5,0.5818367346938775,2023-12-31,3,0.5895567454406377,12,Sunday,2
T00560,C6529,1,0.019230769230769273,2,6,1,0.35061224489795917,2023-03-15,0,0.06872257337251902,3,Wednesday,0
T00561,C7211,1,0.11538461538461542,0,1,4,0.3193877551020408,2023-08-12,1,0.26365795724465557,8,Saturday,0
T00562,C5558,0,0.48076923076923084,2,1,5,0.9642857142857143,2023-10-14,2,0.9667861025001007,10,Saturday,2
T00563,C7906,1,0.5000000000000001,1,0,5,0.023877551020408165,2023-08-15,1,0.039212528684729665,8,Tuesday,2
T00564,C5133,0,0.03846153846153849,4,5,3,0.6189795918367347,2023-09-08,0,0.37392809694432144,9,Friday,0
T00565,C2341,2,0.6730769230769232,3,3,4,0.6081632653061224,2023-12-22,2,0.4915254237288136,12,Friday,2
T00566,C8705,2,0.6730769230769232,1,6,4,0.02693877551020408,2023-05-09,0,0.03289182334232457,5,Tuesday,2
T00567,C1317,1,0.0,1,5,4,0.5046938775510204,2023-12-17,3,0.40987962478360646,12,Sunday,0
T00568,C9837,2,1.0,8,5,4,0.513061224489796,2023-03-03,0,0.41648214501388947,3,Friday,3
T00569,C1853,0,0.0961538461538462,7,4,4,0.8393877551020408,2023-10-13,2,0.6739804339949274,10,Friday,0
T00570,C6733,0,0.9615384615384616,7,3,3,0.2083673469387755,2023-08-11,3,0.13092314505414873,8,Friday,3
T00571,C4673,0,0.730769230769231,2,4,4,0.8342857142857143,2023-11-30,1,0.6699545070252426,11,Thursday,2
T00572,C2124,1,0.7500000000000001,7,0,3,0.7622448979591837,2023-06-28,0,0.4587141189258827,6,Wednesday,2
T00573,C1659,1,0.7692307692307693,7,1,3,0.6920408163265306,2023-04-02,0,0.41716655259873586,4,Sunday,2
T00574,C1508,1,0.3653846153846154,7,1,4,0.6859183673469388,2023-01-13,0,0.5528805507468094,1,Friday,1
T00575,C5051,0,0.6153846153846154,4,2,1,0.5879591836734693,2023-07-07,2,0.1155441040299529,7,Friday,2
T00576,C4266,0,0.6730769230769232,7,1,2,0.5887755102040816,2023-08-27,3,0.2358790611538307,8,Sunday,2
T00577,C1333,0,0.25,4,1,4,0.906734693877551,2023-12-10,2,0.7271226699947663,12,Sunday,1
T00578,C3496,0,0.7884615384615384,4,6,2,0.7118367346938775,2023-06-27,0,0.284431740408229,6,Tuesday,2
T00579,C4908,1,0.8076923076923078,8,3,3,0.8744897959183674,2023-08-06,2,0.5251419139256814,8,Sunday,2
T00580,C3068,1,0.5576923076923077,6,5,1,0.5614285714285714,2023-04-20,3,0.11031039896936269,4,Thursday,2
T00581,C8758,1,0.40384615384615385,3,5,3,0.18938775510204084,2023-11-12,1,0.1196908088087282,11,Sunday,1
T00582,C2874,1,0.4423076923076924,0,2,1,0.29387755102040813,2023-10-14,3,0.05753049639679537,10,Saturday,2
T00583,C4571,0,1.0,1,5,3,0.7669387755102041,2023-04-08,3,0.4614920085349652,4,Saturday,3
T00584,C8619,0,0.05769230769230771,5,6,5,0.7161224489795919,2023-07-15,3,0.7220097427432667,7,Saturday,0
T00585,C5198,2,1.0,7,4,5,0.6236734693877551,2023-07-11,2,0.6308224968799067,7,Tuesday,3
T00586,C7043,2,0.2692307692307693,0,1,5,0.2957142857142857,2023-04-02,0,0.3073392648657353,4,Sunday,1
T00587,C3749,2,0.5576923076923077,6,3,1,0.9240816326530612,2023-01-06,3,0.18185112122066108,1,Friday,2
T00588,C2876,0,0.40384615384615385,1,6,3,0.9944897959183674,2023-04-11,2,0.5961592656709207,4,Tuesday,1
T00589,C3683,1,0.6730769230769232,9,0,2,0.27183673469387754,2023-08-15,1,0.11083376947542171,8,Tuesday,2
T00590,C6096,1,0.9423076923076924,0,2,1,0.9073469387755102,2023-07-04,3,0.17854986110551957,7,Tuesday,3
T00591,C2771,1,0.7500000000000001,0,0,1,0.7285714285714285,2023-09-27,1,0.14328274085108098,9,Wednesday,2
T00592,C1420,0,0.730769230769231,1,1,1,0.6377551020408163,2023-04-10,3,0.12536736583598376,4,Monday,2
T00593,C6111,2,0.576923076923077,1,6,3,0.4763265306122449,2023-01-03,0,0.2895044083900318,1,Tuesday,2
T00594,C7149,1,0.8653846153846155,4,2,1,0.7312244897959184,2023-10-28,0,0.14380611135714,10,Saturday,3
T00595,C7498,2,0.8076923076923078,4,6,5,0.47346938775510206,2023-06-08,1,0.4826683843955071,6,Thursday,2
T00596,C4249,2,0.4423076923076924,8,5,2,0.16571428571428573,2023-06-18,1,0.0689641289907001,6,Sunday,2
T00597,C2245,0,0.8653846153846155,9,5,3,0.1463265306122449,2023-02-18,1,0.09420669109062361,2,Saturday,3
T00598,C4978,0,0.5384615384615385,8,2,2,0.17346938775510207,2023-07-08,0,0.07202383348766053,7,Saturday,2
T00599,C2669,1,0.13461538461538464,2,6,3,0.14979591836734696,2023-05-10,3,0.09625991384516284,5,Wednesday,0
T00600,C5941,0,0.11538461538461542,9,1,3,0.027346938775510206,2023-09-15,1,0.02379322839083699,9,Friday,0
T00601,C2983,0,0.9230769230769232,4,6,3,0.6875510204081633,2023-01-07,0,0.4145094407987439,1,Saturday,3
T00602,C1672,0,0.8076923076923078,4,4,3,0.173265306122449,2023-11-07,2,0.11014936189057531,11,Tuesday,2
T00603,C6688,1,0.2692307692307693,4,4,2,0.8297959183673469,2023-05-20,0,0.33097145617778495,5,Saturday,1
T00604,C9728,2,0.0,3,3,5,0.9106122448979592,2023-01-18,2,0.913845162848746,1,Wednesday,0
T00605,C8018,2,0.40384615384615385,1,5,2,0.16653061224489796,2023-11-28,3,0.06928620314827488,11,Tuesday,1
T00606,C7071,1,0.42307692307692313,0,1,5,0.7424489795918368,2023-05-21,2,0.7479769716977335,5,Sunday,1
T00607,C2129,2,0.7692307692307693,7,2,3,0.8414285714285714,2023-11-25,2,0.5055759088530134,11,Saturday,2
T00608,C9289,2,0.980769230769231,0,0,1,0.9716326530612245,2023-09-03,2,0.19123153106002658,9,Sunday,3
T00609,C6590,1,0.34615384615384615,6,1,3,0.05448979591836734,2023-07-23,2,0.03985667699987922,7,Sunday,1
T00610,C1207,2,0.6730769230769232,0,5,3,0.4844897959183674,2023-01-23,1,0.29433552075365355,1,Monday,2
T00611,C7882,0,0.6346153846153847,4,6,3,0.7030612244897959,2023-12-23,1,0.4236885542896252,12,Saturday,2
T00612,C9031,1,0.4423076923076924,9,1,4,0.3540816326530612,2023-12-27,3,0.291034260638512,12,Wednesday,2
T00613,C2729,1,0.8461538461538461,9,5,4,0.3724489795918367,2023-05-10,0,0.3055275977293772,5,Wednesday,3
T00614,C8102,0,0.11538461538461542,8,4,5,0.76,2023-05-21,1,0.765288457667378,5,Sunday,0
T00615,C6934,0,0.03846153846153849,7,0,1,0.9220408163265307,2023-11-17,3,0.1814485285236926,11,Friday,0
T00616,C8532,0,0.1923076923076924,9,6,4,0.6369387755102041,2023-01-30,0,0.5142316518378357,1,Monday,1
T00617,C3506,0,0.5961538461538463,6,5,5,0.19122448979591838,2023-10-20,0,0.20427553444180524,10,Friday,2
T00618,C8135,1,0.15384615384615385,9,3,2,0.32693877551020406,2023-01-16,1,0.1325737751117195,1,Monday,1
T00619,C3885,1,1.0,7,4,4,0.7848979591836734,2023-08-30,3,0.630983533958694,8,Wednesday,3
T00620,C9548,1,0.8653846153846155,7,4,2,0.2079591836734694,2023-11-08,3,0.08563146664519505,11,Wednesday,3
T00621,C5425,0,0.9038461538461539,7,5,2,0.5861224489795919,2023-11-20,1,0.23483232014171265,11,Monday,3
T00622,C9817,0,0.8846153846153847,5,6,2,0.7755102040816326,2023-08-21,1,0.30955352469906194,8,Monday,3
T00623,C8921,0,0.5000000000000001,5,6,4,0.690204081632653,2023-09-09,0,0.5562623294013447,9,Saturday,2
T00624,C8616,0,0.11538461538461542,8,4,2,0.6616326530612245,2023-03-30,1,0.26462417971737995,3,Thursday,0
T00625,C8136,0,0.3076923076923077,5,0,5,0.012653061224489795,2023-08-31,3,0.02814122951809654,8,Thursday,1
T00626,C5397,1,0.7500000000000001,3,1,5,0.6263265306122449,2023-11-28,0,0.6334393494102017,11,Tuesday,2
T00627,C6280,0,0.23076923076923084,0,6,5,0.3742857142857143,2023-10-07,1,0.3848383590321672,10,Saturday,1
T00628,C5022,0,0.23076923076923084,0,3,4,0.8483673469387755,2023-02-23,1,0.6810660654615726,2,Thursday,1
T00629,C2419,1,0.13461538461538464,8,2,4,0.47408163265306125,2023-01-20,0,0.3857240629654978,1,Friday,0
T00630,C5569,2,0.48076923076923084,4,0,3,0.4473469387755102,2023-07-09,3,0.2723539594991747,7,Sunday,2
T00631,C8385,2,0.25,5,0,1,0.4420408163265306,2023-01-15,2,0.08675872619670678,1,Sunday,1
T00632,C4995,0,0.5576923076923077,5,6,3,0.5138775510204081,2023-11-10,3,0.3117275252626917,11,Friday,2
T00633,C8613,2,1.0,9,1,2,0.693265306122449,2024-01-01,0,0.2771045533234027,1,Monday,3
T00634,C7209,2,0.9615384615384616,8,3,4,0.4036734693877551,2023-03-20,3,0.33016627078384797,3,Monday,3
T00635,C6511,1,0.23076923076923084,5,6,4,0.0069387755102040816,2023-12-28,1,0.017110189621160274,12,Thursday,1
T00636,C1470,0,0.8653846153846155,9,4,2,0.6930612244897959,2023-04-01,0,0.277024034784009,4,Saturday,3
T00637,C9098,1,0.40384615384615385,5,3,4,0.05448979591836734,2023-03-09,0,0.05463182897862233,3,Thursday,1
T00638,C6325,1,0.11538461538461542,8,0,4,0.025918367346938774,2023-02-12,2,0.03208663794838762,2,Sunday,0
T00639,C3979,0,0.9230769230769232,4,1,5,0.04387755102040817,2023-08-03,1,0.05893957083618504,8,Thursday,3
T00640,C8988,1,0.5000000000000001,2,0,1,0.25632653061224486,2023-03-03,1,0.050122790772575386,3,Friday,2
T00641,C4475,0,0.03846153846153849,0,4,3,0.6259183673469387,2023-01-29,0,0.3780345424533999,1,Sunday,0
T00642,C6813,0,0.7692307692307693,9,5,2,0.8675510204081632,2023-08-16,2,0.34586738596561856,8,Wednesday,2
T00643,C5232,2,0.826923076923077,2,0,5,0.5306122448979592,2023-11-23,2,0.5390313619710938,11,Thursday,3
T00644,C6576,0,0.7115384615384616,2,6,2,0.560204081632653,2023-12-30,0,0.22460646563871334,12,Saturday,2
T00645,C5581,0,0.13461538461538464,0,1,3,0.28489795918367344,2023-02-01,2,0.1762148234631024,2,Wednesday,0
T00646,C5526,0,0.9423076923076924,1,6,1,0.956530612244898,2023-06-10,3,0.18825234510245986,6,Saturday,3
T00647,C1166,0,0.5384615384615385,9,1,4,0.7187755102040816,2023-02-19,0,0.5788075204315793,2,Sunday,2
T00648,C9464,0,0.5576923076923077,2,1,3,0.4042857142857143,2023-10-06,1,0.2468698417810701,10,Friday,2
T00649,C4130,2,0.8076923076923078,7,4,3,0.9289795918367347,2023-05-23,3,0.5573895889528564,5,Tuesday,2
T00650,C2402,2,0.7115384615384616,8,6,2,0.6542857142857142,2023-04-10,3,0.2617255122992069,4,Monday,2
T00651,C4954,1,0.6153846153846154,5,0,4,0.3220408163265306,2023-12-02,0,0.26575143926889166,12,Saturday,2
T00652,C7658,0,0.15384615384615385,1,0,4,0.6575510204081633,2023-11-11,2,0.5304963967953621,11,Saturday,1
T00653,C9004,0,0.5961538461538463,0,2,4,0.08612244897959184,2023-01-09,1,0.0795925761906679,1,Monday,2
T00654,C4937,2,0.0,0,6,5,0.9659183673469388,2023-06-20,0,0.9683964732879746,6,Tuesday,0
T00655,C8800,2,0.6346153846153847,3,3,3,0.7173469387755103,2023-12-11,0,0.4321430009259632,12,Monday,2
T00656,C9041,1,0.9038461538461539,5,5,3,0.2153061224489796,2023-06-12,0,0.1350295905632272,6,Monday,3
T00657,C8342,0,0.05769230769230771,3,4,5,0.6526530612244898,2023-12-30,2,0.6594065783646685,12,Saturday,0
T00658,C1282,0,0.6730769230769232,1,3,1,0.2904081632653061,2023-03-28,3,0.056846088811948955,3,Tuesday,2
T00659,C2524,1,0.5192307692307693,7,3,5,0.6738775510204081,2023-10-28,1,0.6803413986070292,10,Saturday,2
T00660,C5820,0,0.7115384615384616,5,3,1,0.5318367346938776,2023-07-07,3,0.10447280486331978,7,Friday,2
T00661,C4630,0,0.576923076923077,1,0,2,0.8646938775510205,2023-09-22,1,0.34474012641410684,9,Friday,2
T00662,C7625,0,0.6153846153846154,9,0,2,0.2646938775510204,2023-01-08,0,0.10801562059664238,1,Sunday,2
T00663,C4986,2,0.9423076923076924,9,1,3,0.7312244897959184,2023-12-07,2,0.4403558919441201,12,Thursday,3
T00664,C6016,2,0.21153846153846156,6,5,5,0.3861224489795918,2023-07-26,0,0.396513547244253,7,Wednesday,1
T00665,C7046,2,0.8461538461538461,0,1,5,0.16632653061224492,2023-08-02,0,0.17971737992672815,8,Wednesday,3
T00666,C8753,0,0.7115384615384616,8,4,5,0.2110204081632653,2023-12-08,2,0.22380128024477638,12,Friday,2
T00667,C9698,2,0.21153846153846156,1,4,5,0.8428571428571429,2023-12-09,1,0.8470147751519788,12,Saturday,1
T00668,C6632,1,0.8846153846153847,0,5,4,0.19775510204081634,2023-02-01,1,0.1676798582873707,2,Wednesday,3
T00669,C7971,0,1.0,7,1,4,0.9644897959183674,2023-02-03,1,0.772696163291598,2,Friday,3
T00670,C6419,0,0.15384615384615385,4,1,2,0.6553061224489796,2023-04-09,3,0.26212810499617534,4,Sunday,1
T00671,C6764,0,0.11538461538461542,0,2,4,0.43489795918367347,2023-09-14,1,0.3548049438383188,9,Thursday,0
T00672,C8434,0,0.46153846153846156,3,0,1,0.9242857142857143,2023-03-17,0,0.1818913804903579,3,Friday,2
T00673,C5438,0,0.8076923076923078,2,3,5,0.2657142857142857,2023-05-17,2,0.27774870163855225,5,Wednesday,2
T00674,C6023,1,0.730769230769231,6,1,4,0.5389795918367347,2023-02-12,2,0.4369338540198881,2,Sunday,2
T00675,C5118,2,0.730769230769231,1,4,2,0.34061224489795916,2023-03-30,1,0.13796851725109707,3,Thursday,2
T00676,C4777,1,0.3846153846153847,3,5,4,0.15571428571428572,2023-08-16,0,0.13450622005716817,8,Wednesday,1
T00677,C2976,2,0.6153846153846154,3,1,1,0.15591836734693879,2023-01-23,1,0.03031523008172632,1,Monday,2
T00678,C4155,2,0.46153846153846156,3,5,3,0.042857142857142864,2023-05-22,0,0.03297234188171827,5,Monday,2
T00679,C6169,1,0.5000000000000001,0,0,5,0.7312244897959184,2023-11-08,1,0.7369056725311003,11,Wednesday,2
T00680,C2958,2,0.730769230769231,6,3,4,0.019183673469387756,2023-04-12,3,0.02677241434840372,4,Wednesday,2
T00681,C9779,2,0.8461538461538461,3,5,3,0.9918367346938777,2023-12-19,1,0.5945891541527437,12,Tuesday,3
T00682,C4033,1,0.9230769230769232,5,0,1,0.2557142857142857,2023-09-16,1,0.050002012963484846,9,Saturday,3
T00683,C4138,2,0.28846153846153855,9,6,2,0.046326530612244905,2023-07-29,3,0.0218607834453883,7,Saturday,1
T00684,C4545,0,0.326923076923077,5,3,1,0.9087755102040816,2023-03-30,1,0.1788316759933975,3,Thursday,1
T00685,C8933,2,0.48076923076923084,7,4,5,0.1316326530612245,2023-11-22,0,0.1454970006844076,11,Wednesday,2
T00686,C5530,1,0.40384615384615385,1,3,2,0.9559183673469388,2023-01-02,1,0.3807319135230887,1,Monday,1
T00687,C9595,0,0.34615384615384615,9,2,1,0.6391836734693878,2023-06-09,1,0.1256491807238617,6,Friday,1
T00688,C5636,0,0.5384615384615385,5,3,5,0.04224489795918367,2023-05-21,1,0.05732920004831113,5,Sunday,2
T00689,C2647,2,0.980769230769231,9,3,4,0.21816326530612246,2023-10-15,3,0.18378356616610977,10,Sunday,3
T00690,C4180,1,0.15384615384615385,8,2,1,0.7583673469387755,2023-06-29,3,0.14916059422682074,6,Thursday,1
T00691,C5853,0,0.15384615384615385,1,3,2,0.5985714285714285,2023-03-02,2,0.23974395104472807,3,Thursday,1
T00692,C4727,2,0.5000000000000001,6,1,2,0.3118367346938775,2023-06-24,3,0.12661540319658604,6,Saturday,2
T00693,C6912,0,0.730769230769231,7,1,1,0.40061224489795916,2023-08-27,3,0.07858609444824671,8,Sunday,2
T00694,C3939,1,0.8461538461538461,1,5,4,0.3706122448979592,2023-10-18,0,0.30407826402029065,10,Wednesday,3
T00695,C5952,2,0.9038461538461539,1,4,3,0.49632653061224485,2023-12-23,3,0.301340633680905,12,Saturday,3
T00696,C1231,0,0.6153846153846154,1,4,2,0.32387755102040816,2023-02-14,2,0.13136599702081406,2,Tuesday,2
T00697,C9751,1,0.3653846153846154,1,6,2,0.8951020408163265,2023-10-17,2,0.3567373887837675,10,Tuesday,1
T00698,C3073,0,0.8461538461538461,8,4,3,0.41,2023-08-26,3,0.2502516204356053,8,Saturday,3
T00699,C5494,2,0.6730769230769232,9,4,5,0.6320408163265306,2023-02-15,3,0.6390756471677604,2,Wednesday,2
T00700,C1745,1,0.3846153846153847,2,0,1,0.4353061224489796,2023-03-01,0,0.08543017029671082,3,Wednesday,1
T00701,C1893,2,0.8653846153846155,2,2,4,0.0863265306122449,2023-02-16,3,0.07975361326945529,2,Thursday,3
T00702,C5786,0,0.9038461538461539,0,3,1,0.4595918367346939,2023-04-04,2,0.09022102339063569,4,Tuesday,3
T00703,C3068,0,0.6730769230769232,2,3,3,0.1385714285714286,2023-02-14,0,0.08961713434518298,2,Tuesday,2
T00704,C9042,1,0.7692307692307693,1,5,5,0.24020408163265308,2023-04-06,0,0.25258665807802244,4,Thursday,2
T00705,C2680,0,0.25,3,3,1,0.03857142857142857,2023-06-12,2,0.00716615000603889,6,Monday,1
