TransactionID,CustomerID,Gender,Age,City,ProductCategory,Quantity,Price,PurchaseDate,PaymentMode,TotalAmount
T00329,C8239,Male,21,Ahmedabad,Furniture,4,467,2023-01-13,Card,1868
T00330,C8007,Female,62,Lucknow,Beauty,1,4718,2023-07-23,Cash,4718
T00331,C1158,Male,25,Delhi,Electronics,5,4063,2023-04-29,UPI,20315
T00332,C2832,Other,44,Lucknow,Furniture,4,474,2023-08-17,Card,1896
T00333,C2232,Female,46,Chennai,Furniture,2,493,2023-07-09,Cash,986
T00334,C3442,Female,42,Mumbai,Sports,5,2677,2023-09-02,Wallet,13385
T00335,C9938,Female,25,Lucknow,Beauty,5,863,2023-10-16,Wallet,4315
T00336,C1590,Female,53,Pune,Beauty,1,2628,2023-02-25,Wallet,2628
T00337,C7049,Other,34,Delhi,Electronics,4,169,2023-11-26,Card,676
T00338,C3426,Other,48,Mumbai,Electronics,4,3021,2023-06-09,Wallet,12084
T00339,C8041,Female,62,Kolkata,Fashion,4,2413,2023-06-20,Card,9652
T00340,C3088,Female,27,Kolkata,Furniture,4,3361,2023-03-15,Wallet,13444
T00341,C1685,Female,31,Pune,Furniture,5,4197,2023-11-19,Wallet,20985
T00342,C6050,Female,62,Pune,Beauty,5,1696,2023-02-12,UPI,8480
T00343,C6974,Other,61,Delhi,Sports,1,2676,2023-02-18,UPI,2676
T00344,C1653,Female,58,Hyderabad,Electronics,3,3300,2023-10-15,UPI,9900
T00345,C6862,Female,18,Lucknow,Beauty,1,3015,2023-03-28,Wallet,3015
T00346,C4441,Male,37,Mumbai,Fashion,4,1161,2023-04-17,UPI,4644
T00347,C5088,Other,44,Pune,Electronics,5,897,2023-09-08,UPI,4485
T00348,C2684,Female,60,Mumbai,Groceries,3,2814,2023-10-31,Card,8442
T00349,C6794,Female,24,Chennai,Fashion,5,3436,2023-05-08,UPI,17180
T00350,C7658,Male,60,Jaipur,Groceries,2,4225,2023-02-12,UPI,8450
T00351,C3532,Female,51,Mumbai,Fashion,1,927,2023-03-14,Cash,927
T00352,C4878,Female,35,Kolkata,Sports,1,4213,2023-07-26,Card,4213
T00353,C3662,Female,57,Jaipur,Books,1,1330,2023-11-12,UPI,1330
T00354,C3900,Male,56,Lucknow,Furniture,5,294,2023-08-31,Card,1470
T00355,C7755,Other,62,Bengaluru,Electronics,1,4910,2023-09-25,Card,4910
T00356,C1406,Male,26,Kolkata,Fashion,5,3230,2023-10-18,Cash,16150
T00357,C3938,Other,44,Jaipur,Books,2,4007,2023-04-30,Wallet,8014
T00358,C6442,Male,24,Hyderabad,Furniture,5,4903,2023-01-31,UPI,24515
T00359,C7745,Male,50,Bengaluru,Beauty,2,406,2023-09-10,Cash,812
T00360,C5065,Female,64,Mumbai,Furniture,5,2476,2023-05-10,Card,12380
T00361,C5371,Other,57,Pune,Groceries,3,1420,2023-07-30,UPI,4260
T00362,C3608,Other,25,Ahmedabad,Books,3,1341,2023-06-09,Card,4023
T00363,C2771,Other,36,Lucknow,Beauty,4,3893,2023-06-22,Wallet,15572
T00364,C7267,Other,25,Lucknow,Books,4,745,2023-03-19,UPI,2980
T00365,C1634,Female,68,Jaipur,Sports,5,864,2023-01-19,Cash,4320
T00366,C8711,Female,24,Delhi,Sports,4,1997,2023-06-14,Wallet,7988
T00367,C4644,Male,49,Hyderabad,Groceries,2,1866,2023-12-19,Wallet,3732
T00368,C4269,Male,30,Pune,Books,2,1253,2023-10-17,Wallet,2506
T00369,C8541,Female,56,Chennai,Books,2,1419,2023-11-03,Wallet,2838
T00370,C6728,Male,30,Pune,Books,1,4209,2023-07-28,Cash,4209
T00371,C6000,Female,67,Bengaluru,Beauty,1,4329,2023-01-03,Card,4329
T00372,C4728,Other,34,Bengaluru,Furniture,2,4386,2023-05-18,Cash,8772
T00373,C4652,Male,51,Kolkata,Groceries,3,2896,2023-12-20,Wallet,8688
T00374,C1387,Female,30,Delhi,Furniture,5,3765,2023-04-18,Cash,18825
T00375,C4164,Other,40,Ahmedabad,Beauty,4,1174,2023-10-15,UPI,4696
T00376,C7528,Other,63,Lucknow,Sports,5,2877,2023-09-08,Wallet,14385
T00377,C6378,Other,44,Mumbai,Furniture,3,2482,2023-10-07,Card,7446
T00378,C5564,Female,36,Jaipur,Furniture,3,3051,2023-09-13,Cash,9153
T00379,C2137,Female,28,Pune,Sports,5,3629,2023-06-10,UPI,18145
T00380,C5573,Female,20,Chennai,Groceries,5,427,2023-11-30,Cash,2135
T00381,C6753,Other,53,Delhi,Fashion,2,3275,2023-05-01,UPI,6550
T00382,C9346,Other,49,Pune,Books,2,2058,2023-06-14,UPI,4116
T00383,C7548,Other,31,Jaipur,Furniture,4,1810,2023-08-25,Cash,7240
T00384,C9785,Female,62,Pune,Electronics,3,714,2023-12-29,Wallet,2142
T00385,C6425,Female,48,Bengaluru,Electronics,5,1348,2023-09-05,Wallet,6740
T00386,C1452,Male,39,Bengaluru,Groceries,3,4744,2023-09-21,Card,14232
T00387,C2889,Other,33,Ahmedabad,Furniture,3,4175,2023-10-12,Wallet,12525
T00388,C5279,Female,18,Jaipur,Furniture,3,897,2023-02-11,Card,2691
T00389,C3925,Male,18,Hyderabad,Fashion,1,222,2023-02-23,Wallet,222
T00390,C5349,Male,60,Ahmedabad,Beauty,5,1268,2023-08-06,UPI,6340
T00391,C1626,Other,23,Pune,Fashion,5,2635,2023-12-25,UPI,13175
T00392,C2776,Other,25,Lucknow,Electronics,2,4582,2023-02-09,UPI,9164
T00393,C8119,Female,54,Hyderabad,Electronics,1,814,2023-07-12,Card,814
T00394,C6663,Male,60,Jaipur,Beauty,2,4187,2023-03-07,Wallet,8374
T00395,C6139,Other,49,Lucknow,Electronics,5,870,2023-01-07,Card,4350
T00396,C8149,Other,27,Jaipur,Books,5,3825,2023-03-24,UPI,19125
T00397,C9379,Male,23,Hyderabad,Electronics,1,2669,2023-09-24,Cash,2669
T00398,C2894,Other,67,Hyderabad,Furniture,4,1490,2023-03-04,Cash,5960
T00399,C7311,Male,50,Delhi,Beauty,3,2521,2023-03-27,UPI,7563
T00400,C4114,Male,22,Chennai,Electronics,2,1422,2023-04-12,Cash,2844
T00401,C5173,Other,64,Pune,Fashion,2,658,2023-08-13,Cash,1316
T00402,C1727,Male,64,Kolkata,Furniture,2,2394,2023-02-28,Cash,4788
T00403,C8144,Male,24,Lucknow,Sports,1,4822,2023-01-20,Wallet,4822
T00404,C1027,Female,34,Delhi,Beauty,3,3076,2023-08-06,Card,9228
T00405,C9518,Male,59,Delhi,Groceries,2,2994,2023-09-11,Card,5988
T00406,C9821,Other,32,Pune,Fashion,4,830,2023-03-29,Card,3320
T00407,C4228,Male,47,Pune,Groceries,4,682,2023-11-17,Card,2728
T00408,C6967,Male,36,Kolkata,Sports,5,1567,2023-09-26,Card,7835
T00409,C8066,Other,34,Kolkata,Sports,3,3874,2023-09-07,Cash,11622
T00410,C2146,Male,47,Hyderabad,Electronics,5,2213,2023-03-13,Wallet,11065
T00411,C6409,Male,21,Kolkata,Books,5,3976,2023-10-08,Cash,19880
T00412,C6143,Male,24,Kolkata,Electronics,3,2197,2023-08-03,UPI,6591
T00413,C3041,Other,70,Lucknow,Beauty,5,3721,2023-07-24,Cash,18605
T00414,C5920,Female,29,Mumbai,Books,3,1250,2023-01-05,Cash,3750
T00415,C9308,Female,20,Chennai,Sports,4,1115,2023-06-01,Wallet,4460
T00416,C6067,Male,36,Bengaluru,Books,3,4759,2023-03-02,Wallet,14277
T00417,C7691,Other,41,Kolkata,Furniture,2,4099,2023-08-11,Wallet,8198
T00418,C6344,Other,69,Lucknow,Books,1,424,2023-05-31,Wallet,424
T00419,C7592,Other,61,Ahmedabad,Furniture,4,3077,2023-12-13,Wallet,12308
T00420,C5844,Other,38,Lucknow,Fashion,1,2448,2023-05-19,Card,2448
T00421,C3085,Female,45,Bengaluru,Groceries,4,3384,2023-09-25,UPI,13536
T00422,C4143,Other,65,Ahmedabad,Beauty,2,3450,2023-06-15,Card,6900
T00423,C7888,Female,25,Mumbai,Furniture,1,1156,2023-11-11,Cash,1156
T00424,C7211,Male,24,Hyderabad,Furniture,2,3711,2023-07-10,UPI,7422
T00425,C3851,Male,66,Hyderabad,Sports,2,3104,2023-10-16,UPI,6208
T00426,C5930,Other,20,Kolkata,Groceries,4,4298,2023-11-29,Card,17192
T00427,C7653,Other,18,Bengaluru,Sports,5,2669,2023-03-26,Wallet,13345
T00428,C9977,Female,26,Delhi,Groceries,2,3161,2023-03-14,UPI,6322
T00429,C1006,Male,60,Delhi,Books,2,783,2023-05-29,Wallet,1566
T00430,C5978,Male,59,Mumbai,Books,4,3484,2023-09-25,Cash,13936
T00431,C5700,Other,28,Hyderabad,Sports,3,4244,2023-12-17,Card,12732
T00432,C4443,Other,39,Lucknow,Sports,4,3787,2023-04-15,UPI,15148
T00433,C8043,Female,40,Bengaluru,Electronics,2,2253,2023-11-11,Wallet,4506
T00434,C6279,Other,46,Chennai,Books,4,449,2024-01-01,Card,1796
T00435,C8618,Female,57,Mumbai,Electronics,2,567,2023-07-10,Card,1134
T00436,C8238,Male,35,Kolkata,Furniture,1,2105,2023-09-23,UPI,2105
T00437,C8244,Other,64,Delhi,Electronics,3,4694,2023-11-06,Cash,14082
T00438,C4501,Other,23,Chennai,Furniture,1,165,2023-05-09,UPI,165
T00439,C9375,Other,41,Ahmedabad,Furniture,1,1366,2023-08-30,Wallet,1366
T00440,C8752,Female,70,Ahmedabad,Groceries,3,962,2023-08-25,Cash,2886
T00441,C3780,Male,39,Mumbai,Books,1,2481,2023-04-18,UPI,2481
T00442,C2389,Male,29,Kolkata,Furniture,5,3178,2023-06-19,Cash,15890
T00443,C5649,Male,25,Hyderabad,Furniture,1,1396,2023-03-11,Cash,1396
T00444,C9445,Other,43,Jaipur,Furniture,2,4770,2023-03-26,Cash,9540
T00445,C6491,Male,43,Hyderabad,Electronics,3,3370,2023-09-26,UPI,10110
T00446,C2530,Male,47,Hyderabad,Electronics,4,697,2023-08-31,Cash,2788
T00447,C4848,Male,35,Jaipur,Fashion,2,1927,2023-01-06,Card,3854
T00448,C6085,Other,42,Jaipur,Sports,5,3280,2023-06-12,Cash,16400
T00449,C4680,Other,62,Chennai,Beauty,3,3886,2023-08-02,Cash,11658
T00450,C4262,Female,48,Jaipur,Books,1,865,2023-04-02,Cash,865
T00451,C3414,Female,69,Ahmedabad,Books,1,2958,2023-03-18,UPI,2958
T00452,C1400,Female,44,Lucknow,Groceries,2,3916,2023-08-29,Wallet,7832
T00453,C1757,Female,59,Bengaluru,Beauty,2,3937,2023-02-04,UPI,7874
T00454,C5011,Male,69,Mumbai,Fashion,3,4483,2023-01-03,Cash,13449
T00455,C8784,Female,28,Pune,Furniture,2,3908,2023-06-09,UPI,7816
T00456,C2193,Female,25,Lucknow,Furniture,2,993,2023-12-26,Cash,1986
T00457,C8461,Female,26,Jaipur,Fashion,3,803,2023-04-07,Card,2409
T00458,C7790,Other,62,Mumbai,Groceries,2,1576,2023-04-13,Card,3152
T00459,C4185,Male,64,Chennai,Beauty,3,987,2023-12-22,Wallet,2961
T00460,C7291,Other,21,Bengaluru,Furniture,5,3351,2023-02-18,Card,16755
T00461,C9099,Male,28,Mumbai,Furniture,2,3648,2023-10-03,Card,7296
T00462,C7547,Female,24,Chennai,Books,2,1734,2023-08-23,UPI,3468
T00463,C4997,Other,44,Hyderabad,Electronics,2,3389,2023-06-19,Cash,6778
T00464,C3417,Male,55,Lucknow,Sports,1,2792,2023-02-18,Card,2792
T00465,C1090,Other,48,Chennai,Beauty,2,628,2023-02-01,UPI,1256
T00466,C2746,Other,69,Mumbai,Furniture,3,2699,2023-11-16,Card,8097
T00467,C7965,Male,54,Ahmedabad,Beauty,1,2905,2023-08-28,Wallet,2905
T00468,C4585,Male,61,Mumbai,Sports,1,4083,2023-11-01,Card,4083
T00469,C3881,Female,46,Delhi,Beauty,2,1841,2023-03-22,Card,3682
T00470,C9486,Female,29,Pune,Sports,4,4001,2023-02-04,Wallet,16004
T00471,C8611,Female,57,Chennai,Sports,1,1036,2023-06-29,Cash,1036
T00472,C1822,Other,42,Kolkata,Furniture,3,2380,2023-11-22,Cash,7140
T00473,C5082,Female,67,Delhi,Furniture,2,3823,2023-10-14,Cash,7646
T00474,C2988,Male,40,Mumbai,Sports,3,413,2023-04-26,UPI,1239
T00475,C8478,Other,57,Chennai,Books,4,4565,2023-06-26,UPI,18260
T00476,C3184,Male,19,Pune,Fashion,2,1375,2023-11-18,Cash,2750
T00477,C8612,Other,61,Hyderabad,Sports,3,3949,2023-01-08,UPI,11847
T00478,C9702,Male,64,Pune,Electronics,3,1292,2023-04-09,Card,3876
T00479,C6198,Male,26,Jaipur,Furniture,2,1848,2023-05-21,Card,3696
T00480,C8251,Female,48,Delhi,Groceries,5,2722,2023-05-26,Cash,13610
T00481,C9270,Female,49,Kolkata,Furniture,5,4754,2023-08-07,Wallet,23770
T00482,C7991,Other,25,Ahmedabad,Sports,4,356,2023-10-27,Card,1424
T00483,C9976,Female,44,Lucknow,Furniture,1,3215,2023-06-06,Card,3215
T00484,C8305,Other,46,Jaipur,Sports,1,611,2023-07-08,UPI,611
T00485,C3607,Male,20,Delhi,Beauty,2,3061,2023-11-16,Wallet,6122
T00486,C8777,Other,22,Bengaluru,Groceries,2,3623,2023-07-26,Wallet,7246
T00487,C8373,Male,34,Hyderabad,Books,2,3978,2023-05-11,Wallet,7956
T00488,C5246,Male,59,Jaipur,Groceries,2,1848,2023-10-15,Cash,3696
T00489,C5050,Male,38,Ahmedabad,Groceries,5,543,2023-10-05,Cash,2715
T00490,C5543,Other,18,Jaipur,Electronics,4,1832,2023-11-25,UPI,7328
T00491,C9540,Other,63,Mumbai,Electronics,3,287,2023-12-04,Card,861
T00492,C8939,Female,61,Mumbai,Sports,3,3564,2023-04-14,UPI,10692
T00493,C4919,Female,51,Hyderabad,Electronics,5,2310,2023-02-09,Card,11550
T00494,C5499,Male,67,Jaipur,Fashion,4,2164,2023-10-31,Card,8656
T00495,C8206,Male,65,Chennai,Books,2,1542,2023-03-20,Wallet,3084
T00496,C2269,Other,54,Kolkata,Groceries,1,784,2023-02-22,Card,784
T00497,C5681,Female,64,Ahmedabad,Groceries,5,1261,2023-04-21,Wallet,6305
T00498,C4841,Other,54,Pune,Books,5,667,2023-05-24,Cash,3335
T00499,C5451,Other,32,Bengaluru,Beauty,2,2343,2023-04-02,UPI,4686
T00500,C6502,Other,60,Mumbai,Sports,5,3418,2023-05-15,Cash,17090
T00501,C6238,Male,39,Kolkata,Electronics,3,769,2023-10-16,Wallet,2307
T00502,C9849,Male,51,Kolkata,Books,2,2543,2023-02-22,Cash,5086
T00503,C2320,Female,51,Kolkata,Beauty,3,3798,2023-03-06,Cash,11394
T00504,C3267,Male,62,Chennai,Groceries,2,3538,2023-09-25,UPI,7076
T00505,C3471,Male,62,Hyderabad,Furniture,1,4398,2023-10-28,Wallet,4398
T00506,C4788,Other,57,Jaipur,Electronics,3,1853,2023-11-27,Card,5559
T00507,C7275,Male,24,Chennai,Furniture,2,2225,2023-07-16,UPI,4450
T00508,C3503,Other,45,Mumbai,Groceries,5,1607,2023-06-19,UPI,8035
T00509,C4505,Female,60,Chennai,Groceries,5,540,2023-10-22,Card,2700
T00510,C2052,Male,64,Pune,Furniture,4,857,2023-10-31,Wallet,3428
T00511,C7797,Female,33,Mumbai,Groceries,2,3610,2023-11-06,Card,7220
T00512,C7678,Male,48,Jaipur,Electronics,1,2901,2023-05-22,UPI,2901
T00513,C6421,Other,40,Chennai,Beauty,4,2532,2023-11-12,Wallet,10128
T00514,C9890,Male,60,Hyderabad,Fashion,5,1447,2023-12-09,Wallet,7235
T00515,C8633,Other,61,Bengaluru,Fashion,1,1726,2023-08-31,Wallet,1726
T00516,C7812,Female,59,Kolkata,Fashion,2,2961,2023-04-18,Wallet,5922
T00517,C2020,Other,42,Pune,Beauty,5,3533,2023-03-28,Cash,17665
T00518,C4388,Other,27,Bengaluru,Groceries,4,4045,2023-01-02,Wallet,16180
T00519,C7883,Female,70,Delhi,Sports,5,3995,2023-04-29,Cash,19975
T00520,C7381,Female,53,Pune,Electronics,3,4486,2023-04-21,Wallet,13458
T00521,C1320,Other,57,Jaipur,Beauty,4,1416,2023-02-16,Cash,5664
T00522,C7232,Male,21,Lucknow,Electronics,5,3678,2023-11-11,UPI,18390
T00523,C8814,Other,18,Hyderabad,Books,4,3005,2023-03-17,Wallet,12020
T00524,C1096,Other,59,Pune,Groceries,2,4772,2023-03-15,Wallet,9544
T00525,C6763,Male,28,Hyderabad,Electronics,3,3287,2023-03-26,UPI,9861
T00526,C5892,Other,50,Lucknow,Groceries,3,181,2023-09-01,Wallet,543
T00527,C7389,Other,48,Bengaluru,Fashion,5,4694,2023-01-01,UPI,23470
T00528,C7865,Female,49,Pune,Electronics,4,4991,2023-06-15,Cash,19964
T00529,C9818,Male,28,Chennai,Sports,4,1726,2023-02-09,Cash,6904
T00530,C9947,Male,22,Lucknow,Groceries,4,737,2023-01-27,Card,2948
T00531,C4613,Female,66,Kolkata,Electronics,3,4838,2023-03-12,Cash,14514
T00532,C8999,Male,49,Ahmedabad,Furniture,5,1284,2023-09-19,UPI,6420
T00533,C4595,Male,38,Jaipur,Beauty,4,2752,2023-08-14,Card,11008
T00534,C5471,Female,33,Bengaluru,Books,5,2692,2023-08-06,UPI,13460
T00535,C8140,Other,39,Hyderabad,Furniture,1,216,2023-12-07,Cash,216
T00536,C8956,Other,35,Bengaluru,Sports,2,1332,2023-08-30,Cash,2664
T00537,C1475,Other,21,Lucknow,Sports,2,3857,2023-06-17,Cash,7714
T00538,C7371,Female,50,Jaipur,Furniture,2,1308,2023-06-04,UPI,2616
T00539,C6507,Female,32,Hyderabad,Groceries,4,4191,2023-09-14,Wallet,16764
T00540,C7624,Male,53,Bengaluru,Electronics,2,2692,2023-03-02,Card,5384
T00541,C3704,Other,59,Chennai,Beauty,4,1030,2023-05-04,UPI,4120
T00542,C8657,Female,42,Jaipur,Furniture,2,3429,2023-10-14,Cash,6858
T00543,C3091,Female,43,Bengaluru,Sports,3,2252,2023-07-21,Wallet,6756
T00544,C9751,Female,70,Pune,Electronics,4,4365,2023-07-13,Card,17460
T00545,C1441,Male,33,Bengaluru,Groceries,4,130,2023-07-17,UPI,520
T00546,C7455,Female,23,Lucknow,Furniture,5,3790,2023-12-28,Cash,18950
T00547,C1444,Other,47,Bengaluru,Sports,2,1129,2023-08-31,Card,2258
T00548,C2375,Female,46,Kolkata,Furniture,3,3780,2023-07-01,Cash,11340
T00549,C8022,Female,69,Delhi,Groceries,3,4838,2023-06-09,Wallet,14514
T00550,C3223,Male,54,Jaipur,Sports,5,898,2023-09-25,Card,4490
T00551,C8564,Other,46,Jaipur,Electronics,1,398,2023-06-12,Card,398
T00552,C3977,Other,23,Delhi,Books,2,1890,2023-09-29,UPI,3780
T00553,C1823,Other,49,Bengaluru,Furniture,1,1637,2023-02-10,Cash,1637
T00554,C5262,Female,46,Kolkata,Electronics,3,3542,2023-11-06,Card,10626
T00555,C7211,Male,38,Bengaluru,Beauty,4,4573,2023-04-20,Wallet,18292
T00556,C6363,Other,25,Mumbai,Beauty,5,1460,2023-03-27,Card,7300
T00557,C4467,Female,49,Kolkata,Fashion,3,3192,2023-11-21,Cash,9576
T00558,C8449,Male,65,Pune,Groceries,2,1870,2023-05-23,Cash,3740
T00559,C6355,Other,59,Pune,Furniture,5,2951,2023-12-31,Wallet,14755
T00560,C6529,Male,19,Chennai,Sports,1,1818,2023-03-15,Card,1818
T00561,C7211,Male,24,Ahmedabad,Books,4,1665,2023-08-12,Cash,6660
T00562,C5558,Female,43,Chennai,Books,5,4825,2023-10-14,UPI,24125
T00563,C7906,Male,44,Bengaluru,Beauty,5,217,2023-08-15,Cash,1085
T00564,C5133,Female,20,Hyderabad,Groceries,3,3133,2023-09-08,Card,9399
T00565,C2341,Other,53,Delhi,Fashion,4,3080,2023-12-22,UPI,12320
T00566,C8705,Other,53,Bengaluru,Sports,4,232,2023-05-09,Card,928
T00567,C1317,Male,18,Bengaluru,Groceries,4,2573,2023-12-17,Wallet,10292
T00568,C9837,Other,70,Mumbai,Groceries,4,2614,2023-03-03,Card,10456
T00569,C1853,Female,23,Lucknow,Furniture,4,4213,2023-10-13,UPI,16852
T00570,C6733,Female,68,Lucknow,Fashion,3,1121,2023-08-11,Wallet,3363
T00571,C4673,Female,56,Chennai,Furniture,4,4188,2023-11-30,Cash,16752
T00572,C2124,Male,57,Lucknow,Beauty,3,3835,2023-06-28,Card,11505
T00573,C1659,Male,58,Lucknow,Books,3,3491,2023-04-02,Card,10473
T00574,C1508,Male,37,Lucknow,Books,4,3461,2023-01-13,Card,13844
T00575,C5051,Female,50,Hyderabad,Electronics,1,2981,2023-07-07,UPI,2981
T00576,C4266,Female,53,Lucknow,Books,2,2985,2023-08-27,Wallet,5970
T00577,C1333,Female,31,Hyderabad,Books,4,4543,2023-12-10,UPI,18172
T00578,C3496,Female,59,Hyderabad,Sports,2,3588,2023-06-27,Card,7176
T00579,C4908,Male,60,Mumbai,Fashion,3,4385,2023-08-06,UPI,13155
T00580,C3068,Male,47,Kolkata,Groceries,1,2851,2023-04-20,Wallet,2851
T00581,C8758,Male,39,Delhi,Groceries,3,1028,2023-11-12,Cash,3084
T00582,C2874,Male,41,Ahmedabad,Electronics,1,1540,2023-10-14,Wallet,1540
T00583,C4571,Female,70,Bengaluru,Groceries,3,3858,2023-04-08,Wallet,11574
T00584,C8619,Female,21,Jaipur,Sports,5,3609,2023-07-15,Wallet,18045
T00585,C5198,Other,70,Lucknow,Furniture,5,3156,2023-07-11,UPI,15780
T00586,C7043,Other,32,Ahmedabad,Books,5,1549,2023-04-02,Card,7745
T00587,C3749,Other,47,Kolkata,Fashion,1,4628,2023-01-06,Wallet,4628
T00588,C2876,Female,39,Bengaluru,Sports,3,4973,2023-04-11,UPI,14919
T00589,C3683,Male,53,Pune,Beauty,2,1432,2023-08-15,Cash,2864
T00590,C6096,Male,67,Ahmedabad,Electronics,1,4546,2023-07-04,Wallet,4546
T00591,C2771,Male,57,Ahmedabad,Beauty,1,3670,2023-09-27,Cash,3670
T00592,C1420,Female,56,Bengaluru,Books,1,3225,2023-04-10,Wallet,3225
T00593,C6111,Other,48,Bengaluru,Sports,3,2434,2023-01-03,Card,7302
T00594,C7149,Male,63,Hyderabad,Electronics,1,3683,2023-10-28,Card,3683
T00595,C7498,Other,60,Hyderabad,Sports,5,2420,2023-06-08,Cash,12100
T00596,C4249,Other,41,Mumbai,Groceries,2,912,2023-06-18,Cash,1824
T00597,C2245,Female,63,Pune,Groceries,3,817,2023-02-18,Cash,2451
T00598,C4978,Female,46,Mumbai,Electronics,2,950,2023-07-08,Card,1900
T00599,C2669,Male,25,Chennai,Sports,3,834,2023-05-10,Wallet,2502
T00600,C5941,Female,24,Pune,Books,3,234,2023-09-15,Cash,702
T00601,C2983,Female,66,Hyderabad,Sports,3,3469,2023-01-07,Card,10407
T00602,C1672,Female,60,Hyderabad,Furniture,3,949,2023-11-07,UPI,2847
T00603,C6688,Male,32,Hyderabad,Furniture,2,4166,2023-05-20,Card,8332
T00604,C9728,Other,18,Delhi,Fashion,5,4562,2023-01-18,UPI,22810
T00605,C8018,Other,39,Bengaluru,Groceries,2,916,2023-11-28,Wallet,1832
T00606,C7071,Male,40,Ahmedabad,Books,5,3738,2023-05-21,UPI,18690
T00607,C2129,Other,58,Lucknow,Electronics,3,4223,2023-11-25,UPI,12669
T00608,C9289,Other,69,Ahmedabad,Beauty,1,4861,2023-09-03,UPI,4861
T00609,C6590,Male,36,Kolkata,Books,3,367,2023-07-23,UPI,1101
T00610,C1207,Other,53,Ahmedabad,Groceries,3,2474,2023-01-23,Cash,7422
T00611,C7882,Female,51,Hyderabad,Sports,3,3545,2023-12-23,Cash,10635
T00612,C9031,Male,41,Pune,Books,4,1835,2023-12-27,Wallet,7340
T00613,C2729,Male,62,Pune,Groceries,4,1925,2023-05-10,Card,7700
T00614,C8102,Female,24,Mumbai,Furniture,5,3824,2023-05-21,Cash,19120
T00615,C6934,Female,20,Lucknow,Beauty,1,4618,2023-11-17,Wallet,4618
T00616,C8532,Female,28,Pune,Sports,4,3221,2023-01-30,Card,12884
T00617,C3506,Female,49,Kolkata,Groceries,5,1037,2023-10-20,Card,5185
T00618,C8135,Male,26,Pune,Fashion,2,1702,2023-01-16,Cash,3404
T00619,C3885,Male,70,Lucknow,Furniture,4,3946,2023-08-30,Wallet,15784
T00620,C9548,Male,63,Lucknow,Furniture,2,1119,2023-11-08,Wallet,2238
T00621,C5425,Female,65,Lucknow,Groceries,2,2972,2023-11-20,Cash,5944
T00622,C9817,Female,64,Jaipur,Sports,2,3900,2023-08-21,Cash,7800
T00623,C8921,Female,44,Jaipur,Sports,4,3482,2023-09-09,Card,13928
T00624,C8616,Female,24,Mumbai,Furniture,2,3342,2023-03-30,Cash,6684
T00625,C8136,Female,34,Jaipur,Beauty,5,162,2023-08-31,Wallet,810
T00626,C5397,Male,57,Delhi,Books,5,3169,2023-11-28,Card,15845
T00627,C6280,Female,30,Ahmedabad,Sports,5,1934,2023-10-07,Cash,9670
T00628,C5022,Female,30,Ahmedabad,Fashion,4,4257,2023-02-23,Cash,17028
T00629,C2419,Male,25,Mumbai,Electronics,4,2423,2023-01-20,Card,9692
T00630,C5569,Other,43,Hyderabad,Beauty,3,2292,2023-07-09,Wallet,6876
T00631,C8385,Other,31,Jaipur,Beauty,1,2266,2023-01-15,UPI,2266
T00632,C4995,Female,47,Jaipur,Sports,3,2618,2023-11-10,Wallet,7854
T00633,C8613,Other,70,Pune,Books,2,3497,2024-01-01,Card,6994
T00634,C7209,Other,68,Mumbai,Fashion,4,2078,2023-03-20,Wallet,8312
T00635,C6511,Male,30,Jaipur,Sports,4,134,2023-12-28,Cash,536
T00636,C1470,Female,63,Pune,Furniture,2,3496,2023-04-01,Card,6992
T00637,C9098,Male,39,Jaipur,Fashion,4,367,2023-03-09,Card,1468
T00638,C6325,Male,24,Mumbai,Beauty,4,227,2023-02-12,UPI,908
T00639,C3979,Female,66,Hyderabad,Books,5,315,2023-08-03,Cash,1575
T00640,C8988,Male,44,Chennai,Beauty,1,1356,2023-03-03,Cash,1356
T00641,C4475,Female,20,Ahmedabad,Furniture,3,3167,2023-01-29,Card,9501
T00642,C6813,Female,58,Pune,Groceries,2,4351,2023-08-16,UPI,8702
T00643,C5232,Other,61,Chennai,Beauty,5,2700,2023-11-23,UPI,13500
T00644,C6576,Female,55,Chennai,Sports,2,2845,2023-12-30,Card,5690
T00645,C5581,Female,25,Ahmedabad,Books,3,1496,2023-02-01,UPI,4488
T00646,C5526,Female,67,Bengaluru,Sports,1,4787,2023-06-10,Wallet,4787
T00647,C1166,Female,46,Pune,Books,4,3622,2023-02-19,Card,14488
T00648,C9464,Female,47,Chennai,Books,3,2081,2023-10-06,Cash,6243
T00649,C4130,Other,60,Lucknow,Furniture,3,4652,2023-05-23,Wallet,13956
T00650,C2402,Other,55,Mumbai,Sports,2,3306,2023-04-10,Wallet,6612
T00651,C4954,Male,50,Jaipur,Beauty,4,1678,2023-12-02,Card,6712
T00652,C7658,Female,26,Bengaluru,Beauty,4,3322,2023-11-11,UPI,13288
T00653,C9004,Female,49,Ahmedabad,Electronics,4,522,2023-01-09,Cash,2088
T00654,C4937,Other,18,Ahmedabad,Sports,5,4833,2023-06-20,Card,24165
T00655,C8800,Other,51,Delhi,Fashion,3,3615,2023-12-11,Card,10845
T00656,C9041,Male,65,Jaipur,Groceries,3,1155,2023-06-12,Card,3465
T00657,C8342,Female,21,Delhi,Furniture,5,3298,2023-12-30,UPI,16490
